unique_id,COG category,COG_FUNCTION_ACC,COG_FUNCTION,Variable Importance,Marinobacter_sp_X15_166B,Marinobacter_zhejiangensis_CGMCC_1_7061,Marinobacter_mobilis_GCMCC_1_7059,Marinobacter_lipolyticus_SM19,Marinobacter_sp_FDB33,Marinobacter_sp_HL_58,Marinobacter_algicola_DG893,Marinobacter_sp_CPC8,Marinobacter_sp_C18,Marinobacter_sp_HK15,Marinobacter_salarius_SMR5,Marinobacter_sp_LQ44,Marinobacter_excellens_LAMA_842,Marinobacter_hydrocarbonoclasticus_STW2,Marinobacter_sp_ES_1,Marinobacter_vinifirmus_FB1,Marinobacter_sp_P4B1,Marinobacter_sp_tcs_11,Marinobacter_sp_EVN1,Marinobacter_sp_C1S70,Marinobacter_sp_EN3,Marinobacter_hydrocarbonoclasticus_ASM1536,Marinobacter_hydrocarbonoclasticus_ATCC_49840,Marinobacter_sp_BSs20148,Marinobacter_psychrophilus_20041,Marinobacter_aromaticivorans_strain_D15_8P,Marinobacter_salexigens_strain_HJR7,Marinobacter_sp_LV10R510_8,Marinobacter_sp_LV10R510_11A,Marinobacter_sp_ANT_B65,Marinobacter_antarcticus_CGMCC1_10835,Marinobacter_adhaerens_strain_PBVC038,Marinobacter_sp_EhN04,Marinobacter_sp_EhC06,Marinobacter_sp_ES_048,Marinobacter_sp_ES_042,Marinobacter_adhaerens_HP15,Marinobacter_manganoxydans_MnI7_9,Marinobacter_flavimaris,Marinobacter_sp_CP1
PC_00009587,T,COG2172,Anti-sigma regulatory factor (Ser/Thr protein kinase),0.018748707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PC_00004646,W|N,COG3166,Tfp pilus assembly protein PilN,0.01871823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0
PC_00001681,,,,0.018711636,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PC_00007680,,,,0.018657277,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PC_00001521,C,COG0277,FAD/FMN-containing dehydrogenase,0.018605803,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PC_00004465,E|T,COG0834,ABC-type amino acid transport/signal transduction system - periplasmic component/domain,0.018564897,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PC_00004513,C,COG3288,NAD/NADP transhydrogenase alpha subunit,0.0185603,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
PC_00003040,E|T,COG0834,ABC-type amino acid transport/signal transduction system - periplasmic component/domain,0.018544697,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
PC_00004432,T,COG0642,Signal transduction histidine kinase,0.018536501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
PC_00006932,C,COG4459,Periplasmic nitrate reductase system - NapE component,0.018433033,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PC_00004919,R,COG0457,Tetratricopeptide (TPR) repeat,0.018392722,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PC_00001626,T,COG1639,HD-like signal output (HDOD) domain - no enzymatic activity,0.018355533,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PC_00003588,C,COG0247|COG0277|COG1145,Fe-S oxidoreductase|FAD/FMN-containing dehydrogenase|Ferredoxin,0.018334406,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
PC_00003404,S,COG3002,Uncharacterized conserved protein YbcC - UPF0753/DUF2309 family,0.018334302,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1
PC_00010244,,,,0.018317455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PC_00001694,U|N,COG1516,Flagellin-specific chaperone FliS,0.018302267,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PC_00001621,U|N,COG1317,Flagellar biosynthesis/type III secretory pathway protein FliH,0.018285286,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PC_00004003,P|H,COG1120,ABC-type cobalamin/Fe3+-siderophores transport system - ATPase component,0.018211605,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PC_00003302,G,COG3979|COG3979,Chitodextrinase|Chitodextrinase,0.018208003,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
PC_00004841,,,,0.018180372,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PC_00003371,R,COG2270,MFS-type transporter involved in bile tolerance - Atg22 family,0.018162267,0,0,0,1,1,1,2,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PC_00009907,,,,0.018136658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PC_00001659,U|W|N,COG2804,Type II secretory pathway ATPase GspE/PulE or T4P pilus assembly pathway ATPase PilB,0.01809751,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,3,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PC_00001777,Q,COG4663,TRAP-type mannitol/chloroaromatic compound transport system - periplasmic component,0.018036099,1,1,2,1,1,1,1,1,1,1,1,1,2,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PC_00003985,K,COG1309,DNA-binding transcriptional regulator - AcrR family,0.017956508,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PC_00010072,D,COG1426,Cytoskeletal protein RodZ - contains Xre-like HTH and DUF4115 domains,0.017770691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PC_00005439,P,COG2111,Multisubunit Na+/H+ antiporter - MnhB subunit,0.017605006,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PC_00003117,E,COG2902,NAD-specific glutamate dehydrogenase,0.017539595,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
PC_00008619,M,COG3409,Peptidoglycan-binding (PGRP) domain of peptidoglycan hydrolases,0.017500707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PC_00009198,T,COG2203|COG3290|COG5001,GAF domain|Sensor histidine kinase regulating citrate/malate metabolism|Predicted signal transduction protein containing a membrane domain - an EAL and a GGDEF domain,0.01748049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PC_00003277,T|K,COG0745|COG1639,DNA-binding response regulator - OmpR family - contains REC and winged-helix (wHTH) domain|HD-like signal output (HDOD) domain - no enzymatic activity,0.017437547,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,1
PC_00008805,T|J,COG1639|COG2606,HD-like signal output (HDOD) domain - no enzymatic activity|Cys-tRNA(Pro) deacylase - prolyl-tRNA editing enzyme YbaK/EbsC,0.017371378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PC_00002260,S,COG3651,Uncharacterized conserved protein - DUF2237 family,0.017358627,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PC_00006845,,,,0.01729129,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PC_00001588,T|W|N,COG0643|COG2198|COG3170,Chemotaxis protein histidine kinase CheA|HPt (histidine-containing phosphotransfer) domain|Tfp pilus assembly protein FimV,0.017126,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PC_00003100,I,COG0204,1-acyl-sn-glycerol-3-phosphate acyltransferase,0.017062798,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
PC_00004735,T,COG0784|COG5002,CheY chemotaxis protein or a CheY-like REC (receiver) domain|Signal transduction histidine kinase,0.017000859,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
PC_00001587,N,COG1706,Flagellar basal body P-ring protein FlgI,0.016971071,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PC_00003322,C|P,COG1009,NADH:ubiquinone oxidoreductase subunit 5 (chain L)/Multisubunit Na+/H+ antiporter - MnhA subunit,0.016962236,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1
PC_00003457,E,COG0404|COG0665,Glycine cleavage system T protein (aminomethyltransferase)|Glycine/D-amino acid oxidase (deaminating),0.016898803,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1
PC_00005871,S,COG2149,Uncharacterized membrane protein YidH - DUF202 family,0.016826222,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PC_00004932,P,COG2059|COG2059,Chromate transport protein ChrA|Chromate transport protein ChrA,0.016771329,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PC_00001613,Q,COG2050,Acyl-coenzyme A thioesterase PaaI - contains HGG motif,0.016739619,0,0,0,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PC_00002620,I,COG0824,Acyl-CoA thioesterase FadM,0.016727719,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1
PC_00005386,P,COG2212,Multisubunit Na+/H+ antiporter - MnhF subunit,0.016724615,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PC_00003944,P,COG3119,Arylsulfatase A or related enzyme,0.016691366,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PC_00004822,M|S|O,COG3187|COG3650|COG3895,Heat shock protein HslJ|Uncharacterized membrane protein|Membrane-bound inhibitor of C-type lysozyme,0.016664548,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PC_00004570,C,COG1145,Ferredoxin,0.016651103,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PC_00003487,E|T,COG0834,ABC-type amino acid transport/signal transduction system - periplasmic component/domain,0.016629053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
PC_00008366,,,,0.016469672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PC_00003473,K,COG0583,DNA-binding transcriptional regulator - LysR family,0.016407257,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1
PC_00003441,E,COG0765,ABC-type amino acid transport system - permease component,0.016366255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
PC_00003047,T,COG0631,Serine/threonine protein phosphatase PrpC,0.016222105,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
PC_00005121,C,COG0427,Acyl-CoA hydrolase,0.016001568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
PC_00003173,,,,0.01596551,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
PC_00003402,O,COG3236,Predicted NAD-dependent protein-ADP-ribosyltransferase YbiA - DUF1768 family,0.015921925,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,2,2,1,1,1,1,1,1
PC_00004913,,,,0.01580376,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
PC_00008079,,,,0.015787731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PC_00004442,P,COG4097,Predicted ferric reductase,0.015730189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
PC_00003192,R|E,COG0388|COG1247,Predicted amidohydrolase|L-amino acid N-acyltransferase YncA,0.015667693,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1
PC_00004700,T,COG2205|COG2770,K+-sensing histidine kinase KdpD|HAMP domain,0.015657712,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
PC_00007408,O,COG3062,Cytoplasmic chaperone NapD for the signal peptide of periplasmic nitrate reductase NapAB,0.01563932,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PC_00001797,,,,0.015637123,0,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,0,0,1,0,2,2,0,0,1,1,1,1,1,2,1,1,1
PC_00003923,R|H,COG0596,Pimeloyl-ACP methyl ester carboxylesterase,0.015532979,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
PC_00005636,R,COG0457,Tetratricopeptide (TPR) repeat,0.015517532,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PC_00005384,R,COG2304,Secreted protein containing bacterial Ig-like domain and vWFA domain,0.015401445,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PC_00002976,K|T,COG3706,Two-component response regulator - PleD family - consists of two REC domains and a diguanylate cyclase (GGDEF) domain,0.015327365,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1
PC_00003713,I,COG1804,Crotonobetainyl-CoA:carnitine CoA-transferase CaiB and related acyl-CoA transferases,0.015311348,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
PC_00005253,P,COG2128,Alkylhydroperoxidase family enzyme - contains CxxC motif,0.015265318,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PC_00001788,N,COG2882,Flagellar biosynthesis chaperone FliJ,0.015216445,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PC_00003442,E,COG0765,ABC-type amino acid transport system - permease component,0.015214088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
PC_00005432,Q,COG2931,Ca2+-binding protein - RTX toxin-related,0.015160468,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PC_00002991,,,,0.015095711,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1
PC_00003838,G,COG1879,ABC-type sugar transport system - periplasmic component - contains N-terminal xre family HTH domain,0.015089451,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1
PC_00005089,T,COG0642|COG0784|COG0784|COG2198|COG3447|COG3614,Signal transduction histidine kinase|CheY chemotaxis protein or a CheY-like REC (receiver) domain|CheY chemotaxis protein or a CheY-like REC (receiver) domain|HPt (histidine-containing phosphotransfer) domain|Integral membrane sensor domain MASE1|Extracellular (periplasmic) sensor domain CHASE1 (specificity unknown),0.014717782,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PC_00005825,P,COG3703,Cation transport regulator ChaC,0.014693862,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PC_00007436,E,COG0814,Amino acid permease,0.01468084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
PC_00003391,X,COG2963,Transposase and inactivated derivatives,0.014632532,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,1,1
PC_00005294,T|E,COG0834,ABC-type amino acid transport/signal transduction system - periplasmic component/domain,0.014573604,0,0,0,0,0,0,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PC_00004879,R,COG0457|COG0457|COG0457,Tetratricopeptide (TPR) repeat|Tetratricopeptide (TPR) repeat|Tetratricopeptide (TPR) repeat,0.014506776,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PC_00004769,,,,0.014394327,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PC_00003375,T,COG5002,Signal transduction histidine kinase,0.014377042,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1
PC_00002925,I,COG1075,Triacylglycerol esterase/lipase EstA - alpha/beta hydrolase fold,0.014326518,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1
PC_00003999,,,,0.014306112,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
PC_00005748,M,COG0438,Glycosyltransferase involved in cell wall bisynthesis,0.014255256,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
PC_00006581,J,COG1187,16S rRNA U516 pseudouridylate synthase RsuA and related 23S rRNA U2605 - pseudouridylate synthases,0.014100124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
PC_00005084,F,COG2233,Xanthine/uracil permease,0.014024819,0,0,0,0,0,0,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PC_00003451,O,COG0678,Peroxiredoxin,0.013986891,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
PC_00004811,,,,0.013967501,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PC_00000300,G|I,COG0204|COG2814,1-acyl-sn-glycerol-3-phosphate acyltransferase|Predicted arabinose efflux permease - MFS family,0.013962807,1,1,1,1,1,0,1,1,1,1,1,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1
PC_00005674,S,COG3220,Uncharacterized conserved protein - UPF0276 family,0.013939954,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PC_00004654,T,COG0666,Ankyrin repeat,0.013929371,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PC_00005501,Q,COG3917,2-hydroxychromene-2-carboxylate isomerase,0.013909851,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PC_00004089,E|R|G,COG0697,Permease of the drug/metabolite transporter (DMT) superfamily,0.013879614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1
PC_00004992,V,COG3744,PIN domain nuclease - a component of toxin-antitoxin system (PIN domain),0.013876186,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
PC_00007480,,,,0.013857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0
PC_00005639,S,COG3219,Uncharacterized protein,0.013843601,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PC_00003630,U,COG4104,Zn-binding Pro-Ala-Ala-Arg (PAAR) domain - incolved in TypeVI secretion,0.013697216,0,0,0,0,0,1,1,1,1,1,1,3,1,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PC_00002806,M|P|V,COG0845|COG5569,Multidrug efflux pump subunit AcrA (membrane-fusion protein)|Periplasmic Cu and Ag efflux protein CusF,0.01367288,0,0,0,0,2,0,0,0,0,0,0,2,2,2,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,0,0,0,1,1,0,0,0,1,1,0
PC_00005461,H,COG2227,2-polyprenyl-3-methyl-5-hydroxy-6-metoxy-1 -4-benzoquinol methylase,0.013600747,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PC_00002528,S,COG3110,Uncharacterized conserved protein YccT - UPF0319 family,0.013571731,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0
PC_00014035,D,COG1426,Cytoskeletal protein RodZ - contains Xre-like HTH and DUF4115 domains,0.013524705,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PC_00005267,K|R,COG0454,N-acetyltransferase - GNAT superfamily (includes histone acetyltransferase HPA2),0.013518014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
PC_00003162,G,COG2133,Glucose/arabinose dehydrogenase - beta-propeller fold,0.013483547,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
PC_00004844,S,COG2311,Uncharacterized membrane protein YeiB,0.013452252,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
